age,0,1,2,3,4
65.0,0.875277641867,0.0972793618383,0.0186755874847,0.00876740881035,0.0
66.0,0.913422560522,0.0634175344196,0.0129478187507,0.00855687527506,0.00165521103216
67.0,0.796895059459,0.175026387116,0.0175835346041,0.00545206534897,0.00504295347187
68.0,0.77851741686,0.142973449001,0.0389237152409,0.0379559516381,0.00162946726023
69.0,0.883892340456,0.0860224412486,0.0205559164981,0.00952930179708,0.0
70.0,0.838005495087,0.105140512411,0.0460600659615,0.00802296422909,0.00277096231107
71.0,0.815835254529,0.151146807415,0.0114314753424,0.0213184648051,0.000267997907933
72.0,0.771255481352,0.172159128785,0.0362667506442,0.020318639219,0.0
73.0,0.745323389697,0.190693302263,0.0250137934094,0.0372119516445,0.00175756298623
74.0,0.804874689247,0.113591201831,0.0331884815161,0.0474841041515,0.00086152325452
75.0,0.760061863038,0.145514558673,0.0618523132271,0.0316781516387,0.000893113423821
76.0,0.69640862106,0.197612770638,0.0127576071517,0.0856679940592,0.00755300709116
77.0,0.651581670754,0.199821663956,0.0994999257046,0.0399102030633,0.00918653652289
78.0,0.625598646271,0.274666313892,0.0510950723922,0.0439486297913,0.00469133765266
79.0,0.643518305999,0.192141925023,0.103489055478,0.0604646444283,0.000386069071372
80.0,0.623174870064,0.183572422183,0.0625714391503,0.127775645842,0.00290562276111
81.0,0.487825154814,0.288511888465,0.126313526292,0.0932201939812,0.00412923644792
82.0,0.637291441567,0.244240126109,0.0380494232661,0.0743469495838,0.00607205947408
83.0,0.467508693439,0.306768733076,0.12036194394,0.0980976813061,0.00726294824008
84.0,0.539447240034,0.15549193193,0.174626523392,0.115576418216,0.0148578864283
85.0,0.333766302773,0.344293161473,0.1540421417,0.163827037005,0.00407135704943
86.0,0.492547950472,0.261948126362,0.123255554921,0.118642016415,0.00360635182994
87.0,0.412642500774,0.213552052721,0.294779296365,0.0690373740193,0.00998877612074
88.0,0.228076261651,0.357635521403,0.185885208045,0.228403008901,0.0
89.0,0.269315009638,0.116467461281,0.403072320701,0.21114520838,0.0
90.0,0.21339788523,0.197835959895,0.0778644997707,0.488968489446,0.0219331656585
91.0,0.0245702494063,0.161781644008,0.505969750735,0.307195663684,0.000482692166358
92.0,0.0,0.204025601518,0.0,0.59502731803,0.200947080452
93.0,0.0225812864596,0.466023816753,0.148401249788,0.357993865111,0.00499978188832
94.0,0.0,0.174455212153,0.603078258776,0.222466529071,0.0
95.0,0.288589294882,0.184138419435,0.297135723252,0.211795388418,0.0183411740138
96.0,0.0,0.0,0.907530649986,0.0,0.0924693500142
97.0,0.0,0.853875530663,0.0520807570662,0.0940437122708,0.0
98.0,0.0,0.0,0.0,0.299175958615,0.700824041385
100.0,0.0,0.0,0.0,1.0,0.0
101.0,0.0,0.0,0.0,1.0,0.0
